# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
1             	1.341296e+00	6.744774e-01	6.668185e-01	-4.704464e-02	5.486213e-01	-5.956660e-01	5.721437e-01	3.829448e-03	-2.438079e-03	-2.219846e-02	-1.353731e-02	-8.661149e-03
2             	1.521106e+00	7.682090e-01	7.528969e-01	-5.875515e-02	6.212747e-01	-6.800299e-01	6.506523e-01	7.656046e-03	-3.524027e-03	-3.231634e-02	-1.968220e-02	-1.263414e-02
3             	1.325086e+00	6.701117e-01	6.549744e-01	-4.198527e-02	5.466230e-01	-5.886083e-01	5.676156e-01	7.568613e-03	-1.321267e-03	-3.047088e-02	-1.655671e-02	-1.391417e-02
4             	1.077526e+00	5.438730e-01	5.336529e-01	-2.885151e-02	4.448756e-01	-4.737271e-01	4.593013e-01	5.110069e-03	1.695998e-03	-2.290665e-02	-9.757326e-03	-1.314932e-02
5             	8.768970e-01	4.401854e-01	4.367116e-01	-1.880506e-02	3.610065e-01	-3.798115e-01	3.704090e-01	1.736899e-03	4.718739e-03	-1.431111e-02	-2.436817e-03	-1.187430e-02
6             	7.275316e-01	3.642130e-01	3.633186e-01	-5.055564e-03	3.021718e-01	-3.072274e-01	3.046996e-01	4.471868e-04	4.982265e-03	-1.136598e-02	-7.007252e-04	-1.066526e-02
7             	6.218878e-01	3.116198e-01	3.102681e-01	6.455776e-03	2.614367e-01	-2.549810e-01	2.582088e-01	6.758484e-04	3.172898e-03	-1.188510e-02	-2.769651e-03	-9.115448e-03
8             	5.523855e-01	2.783000e-01	2.740854e-01	1.294618e-02	2.339942e-01	-2.210480e-01	2.275211e-01	2.107286e-03	3.409891e-05	-1.536398e-02	-7.647891e-03	-7.716089e-03
9             	5.076610e-01	2.584456e-01	2.492153e-01	1.633242e-02	2.155296e-01	-1.991972e-01	2.073634e-01	4.615139e-03	-3.561676e-03	-2.105928e-02	-1.409132e-02	-6.967962e-03
10            	4.789776e-01	2.462811e-01	2.326965e-01	1.822080e-02	2.030870e-01	-1.848662e-01	1.939766e-01	6.792282e-03	-6.464374e-03	-2.558161e-02	-1.925518e-02	-6.326432e-03
11            	4.602981e-01	2.385156e-01	2.217825e-01	2.029350e-02	1.951742e-01	-1.748807e-01	1.850274e-01	8.366542e-03	-8.182279e-03	-2.827826e-02	-2.232141e-02	-5.956849e-03
12            	4.483077e-01	2.324119e-01	2.158958e-01	2.432826e-02	1.917701e-01	-1.674418e-01	1.796059e-01	8.258037e-03	-8.462773e-03	-2.723888e-02	-2.208221e-02	-5.156666e-03
13            	4.415104e-01	2.280955e-01	2.134148e-01	2.972556e-02	1.917883e-01	-1.620628e-01	1.769255e-01	7.340356e-03	-8.279062e-03	-2.457648e-02	-2.056730e-02	-4.009178e-03
14            	4.383706e-01	2.255132e-01	2.128574e-01	3.562745e-02	1.943134e-01	-1.586859e-01	1.764997e-01	6.327856e-03	-8.170638e-03	-2.182969e-02	-1.908548e-02	-2.744207e-03
15            	4.361263e-01	2.237872e-01	2.123391e-01	4.216089e-02	1.981502e-01	-1.559893e-01	1.770698e-01	5.724026e-03	-8.241632e-03	-2.028947e-02	-1.838637e-02	-1.903105e-03
16            	4.336918e-01	2.223060e-01	2.113858e-01	4.829387e-02	2.016879e-01	-1.533940e-01	1.775409e-01	5.460111e-03	-9.050544e-03	-2.010587e-02	-1.910348e-02	-1.002393e-03
17            	4.316821e-01	2.211924e-01	2.104897e-01	5.297969e-02	2.043039e-01	-1.513242e-01	1.778141e-01	5.351381e-03	-1.012037e-02	-2.059319e-02	-2.041697e-02	-1.762273e-04
18            	4.303668e-01	2.202061e-01	2.101608e-01	5.530038e-02	2.058119e-01	-1.505115e-01	1.781617e-01	5.022665e-03	-1.045523e-02	-2.040877e-02	-2.065962e-02	2.508459e-04
19            	4.292828e-01	2.191994e-01	2.100834e-01	5.561061e-02	2.061134e-01	-1.505028e-01	1.783081e-01	4.558040e-03	-9.690001e-03	-1.957380e-02	-1.947690e-02	-9.690053e-05
20            	4.285529e-01	2.180624e-01	2.104905e-01	5.470041e-02	2.057009e-01	-1.510004e-01	1.783507e-01	3.785943e-03	-8.036866e-03	-1.725309e-02	-1.666341e-02	-5.896782e-04
21            	4.280093e-01	2.170505e-01	2.109588e-01	5.329076e-02	2.048882e-01	-1.515974e-01	1.782428e-01	3.045883e-03	-5.896452e-03	-1.404244e-02	-1.291767e-02	-1.124769e-03
22            	4.273020e-01	2.160162e-01	2.112858e-01	5.260522e-02	2.037649e-01	-1.511597e-01	1.774623e-01	2.365225e-03	-3.638335e-03	-1.043296e-02	-8.854816e-03	-1.578147e-03
23            	4.259768e-01	2.146324e-01	2.113444e-01	5.281689e-02	2.022538e-01	-1.494369e-01	1.758453e-01	1.643980e-03	-1.697345e-03	-7.095501e-03	-5.245095e-03	-1.850406e-03
24            	4.243813e-01	2.132770e-01	2.111043e-01	5.379646e-02	2.006195e-01	-1.468231e-01	1.737213e-01	1.086336e-03	-2.840996e-04	-4.612665e-03	-2.590432e-03	-2.022233e-03
25            	4.228096e-01	2.120784e-01	2.107313e-01	5.531087e-02	1.990004e-01	-1.436895e-01	1.713450e-01	6.735474e-04	5.748201e-04	-2.956707e-03	-9.035333e-04	-2.053173e-03
26            	4.217579e-01	2.112564e-01	2.105014e-01	5.734569e-02	1.978805e-01	-1.405348e-01	1.692076e-01	3.774969e-04	8.691082e-04	-2.162992e-03	-2.123879e-04	-1.950604e-03
27            	4.212133e-01	2.106785e-01	2.105348e-01	5.952965e-02	1.971921e-01	-1.376625e-01	1.674273e-01	7.183307e-05	6.257834e-04	-2.009464e-03	-3.789487e-04	-1.630516e-03
28            	4.206635e-01	2.099690e-01	2.106945e-01	6.162785e-02	1.967599e-01	-1.351321e-01	1.659460e-01	-3.627871e-04	1.214919e-04	-1.903279e-03	-8.301478e-04	-1.073132e-03
29            	4.197543e-01	2.088967e-01	2.108576e-01	6.326764e-02	1.964165e-01	-1.331488e-01	1.647826e-01	-9.804640e-04	-3.694187e-04	-1.322647e-03	-1.030742e-03	-2.919047e-04
30            	4.185323e-01	2.073598e-01	2.111725e-01	6.449713e-02	1.962139e-01	-1.317168e-01	1.639654e-01	-1.906318e-03	-5.878378e-04	1.805956e-04	-4.975400e-04	6.781356e-04
31            	4.171892e-01	2.055831e-01	2.116061e-01	6.519290e-02	1.959610e-01	-1.307681e-01	1.633646e-01	-3.011520e-03	-5.173291e-04	2.366618e-03	6.659800e-04	1.700638e-03
32            	4.158651e-01	2.039199e-01	2.119452e-01	6.554514e-02	1.957367e-01	-1.301916e-01	1.629641e-01	-4.012647e-03	-3.528160e-04	4.588490e-03	1.941429e-03	2.647061e-03
33            	4.148315e-01	2.026053e-01	2.122261e-01	6.550551e-02	1.955321e-01	-1.300266e-01	1.627793e-01	-4.810388e-03	-1.932289e-04	6.371485e-03	2.992513e-03	3.378971e-03
34            	4.141363e-01	2.016128e-01	2.125236e-01	6.550556e-02	1.954342e-01	-1.299286e-01	1.626814e-01	-5.455408e-03	-1.124213e-04	7.632638e-03	3.703898e-03	3.928740e-03
35            	4.133784e-01	2.007220e-01	2.126564e-01	6.563656e-02	1.952463e-01	-1.296098e-01	1.624280e-01	-5.967167e-03	-6.965174e-05	8.423166e-03	4.141931e-03	4.281235e-03
36            	4.123769e-01	1.998005e-01	2.125764e-01	6.589201e-02	1.948614e-01	-1.289694e-01	1.619154e-01	-6.387983e-03	3.026352e-05	9.056150e-03	4.558339e-03	4.497812e-03
37            	4.109242e-01	1.987099e-01	2.122143e-01	6.594409e-02	1.941127e-01	-1.281686e-01	1.611406e-01	-6.752216e-03	2.971617e-04	9.738860e-03	5.166592e-03	4.572269e-03
38            	4.092794e-01	1.974533e-01	2.118260e-01	6.570823e-02	1.931757e-01	-1.274674e-01	1.603216e-01	-7.186350e-03	7.258259e-04	1.068429e-02	6.067973e-03	4.616321e-03
39            	4.075682e-01	1.961615e-01	2.114066e-01	6.523531e-02	1.922215e-01	-1.269862e-01	1.596039e-01	-7.622546e-03	1.179538e-03	1.168457e-02	7.021824e-03	4.662747e-03
40            	4.061727e-01	1.951553e-01	2.110174e-01	6.497654e-02	1.916415e-01	-1.266650e-01	1.591533e-01	-7.931093e-03	1.517806e-03	1.245308e-02	7.744344e-03	4.708732e-03
41            	4.050812e-01	1.945088e-01	2.105724e-01	6.507703e-02	1.913599e-01	-1.262829e-01	1.588214e-01	-8.031809e-03	1.733784e-03	1.284531e-02	8.156441e-03	4.688872e-03
42            	4.044675e-01	1.942870e-01	2.101805e-01	6.570544e-02	1.914867e-01	-1.257812e-01	1.586340e-01	-7.946768e-03	1.870191e-03	1.289468e-02	8.317533e-03	4.577151e-03
43            	4.041084e-01	1.943447e-01	2.097637e-01	6.655154e-02	1.917429e-01	-1.251914e-01	1.584672e-01	-7.709513e-03	1.993294e-03	1.263310e-02	8.309844e-03	4.323257e-03
44            	4.040809e-01	1.946805e-01	2.094003e-01	6.751310e-02	1.920948e-01	-1.245817e-01	1.583382e-01	-7.359892e-03	2.184010e-03	1.209489e-02	8.231455e-03	3.863434e-03
45            	4.042720e-01	1.952228e-01	2.090492e-01	6.832012e-02	1.923571e-01	-1.240370e-01	1.581971e-01	-6.913208e-03	2.442222e-03	1.123205e-02	8.058245e-03	3.173801e-03
46            	4.047052e-01	1.959362e-01	2.087690e-01	6.899061e-02	1.925394e-01	-1.235488e-01	1.580441e-01	-6.416426e-03	2.811387e-03	1.013969e-02	7.881233e-03	2.258460e-03
47            	4.052482e-01	1.967845e-01	2.084637e-01	6.952685e-02	1.926863e-01	-1.231594e-01	1.579229e-01	-5.839623e-03	3.283485e-03	8.767257e-03	7.667113e-03	1.100144e-03
48            	4.057893e-01	1.976471e-01	2.081423e-01	7.001240e-02	1.927190e-01	-1.227066e-01	1.577128e-01	-5.247601e-03	3.867953e-03	7.306104e-03	7.521005e-03	-2.149009e-04
49            	4.061592e-01	1.983823e-01	2.077769e-01	7.048722e-02	1.926769e-01	-1.221897e-01	1.574333e-01	-4.697251e-03	4.517143e-03	5.898639e-03	7.466463e-03	-1.567824e-03
50            	4.065329e-01	1.990349e-01	2.074980e-01	7.104706e-02	1.926721e-01	-1.216250e-01	1.571486e-01	-4.231549e-03	5.163453e-03	4.637173e-03	7.482039e-03	-2.844866e-03
51            	4.069552e-01	1.997369e-01	2.072183e-01	7.163643e-02	1.927648e-01	-1.211283e-01	1.569465e-01	-3.740713e-03	5.765726e-03	3.293507e-03	7.412479e-03	-4.118972e-03
52            	4.075950e-01	2.005197e-01	2.070754e-01	7.216340e-02	1.929227e-01	-1.207593e-01	1.568410e-01	-3.277841e-03	6.272819e-03	2.007682e-03	7.276660e-03	-5.268978e-03
53            	4.083663e-01	2.013839e-01	2.069824e-01	7.256591e-02	1.931186e-01	-1.205527e-01	1.568356e-01	-2.799275e-03	6.711622e-03	6.405179e-04	7.031881e-03	-6.391363e-03
54            	4.092250e-01	2.021799e-01	2.070451e-01	7.285435e-02	1.933398e-01	-1.204854e-01	1.569126e-01	-2.432629e-03	7.026730e-03	-4.621701e-04	6.795645e-03	-7.257815e-03
55            	4.100804e-01	2.029030e-01	2.071774e-01	7.299567e-02	1.935763e-01	-1.205807e-01	1.570785e-01	-2.137215e-03	7.305525e-03	-1.409186e-03	6.600932e-03	-8.010119e-03
56            	4.108424e-01	2.034217e-01	2.074207e-01	7.287859e-02	1.936845e-01	-1.208059e-01	1.572452e-01	-1.999470e-03	7.497775e-03	-1.953574e-03	6.520988e-03	-8.474562e-03
57            	4.115781e-01	2.038180e-01	2.077601e-01	7.260909e-02	1.937934e-01	-1.211843e-01	1.574888e-01	-1.971087e-03	7.684160e-03	-2.266199e-03	6.551060e-03	-8.817259e-03
58            	4.122440e-01	2.040279e-01	2.082161e-01	7.204401e-02	1.937023e-01	-1.216583e-01	1.576803e-01	-2.094090e-03	7.833238e-03	-2.247330e-03	6.709573e-03	-8.956903e-03
59            	4.128958e-01	2.041413e-01	2.087546e-01	7.142428e-02	1.935769e-01	-1.221526e-01	1.578647e-01	-2.306659e-03	7.979021e-03	-2.082234e-03	6.937904e-03	-9.020138e-03
60            	4.134910e-01	2.041507e-01	2.093402e-01	7.071952e-02	1.933517e-01	-1.226322e-01	1.579919e-01	-2.594741e-03	8.101004e-03	-1.755334e-03	7.223337e-03	-8.978671e-03
61            	4.140284e-01	2.040901e-01	2.099383e-01	7.010677e-02	1.931869e-01	-1.230801e-01	1.581335e-01	-2.924122e-03	8.220456e-03	-1.335679e-03	7.552616e-03	-8.888295e-03
62            	4.143974e-01	2.039193e-01	2.104780e-01	6.943194e-02	1.929204e-01	-1.234884e-01	1.582044e-01	-3.279332e-03	8.291975e-03	-8.242328e-04	7.879859e-03	-8.704092e-03
63            	4.146644e-01	2.037146e-01	2.109499e-01	6.887498e-02	1.927602e-01	-1.238852e-01	1.583227e-01	-3.617647e-03	8.334802e-03	-3.513623e-04	8.159121e-03	-8.510483e-03
64            	4.148242e-01	2.034429e-01	2.113813e-01	6.829209e-02	1.925549e-01	-1.242628e-01	1.584089e-01	-3.969170e-03	8.332595e-03	1.405697e-04	8.402880e-03	-8.262310e-03
65            	4.149049e-01	2.031568e-01	2.117482e-01	6.787649e-02	1.924615e-01	-1.245850e-01	1.585232e-01	-4.295711e-03	8.335908e-03	5.340387e-04	8.602927e-03	-8.068889e-03
66            	4.149088e-01	2.028476e-01	2.120611e-01	6.749930e-02	1.923168e-01	-1.248175e-01	1.585671e-01	-4.606735e-03	8.311792e-03	8.908442e-04	8.757214e-03	-7.866369e-03
67            	4.149103e-01	2.025550e-01	2.123553e-01	6.734360e-02	1.923194e-01	-1.249758e-01	1.586476e-01	-4.900194e-03	8.305102e-03	1.216597e-03	8.913401e-03	-7.696804e-03
68            	4.148458e-01	2.022340e-01	2.126118e-01	6.717575e-02	1.922168e-01	-1.250411e-01	1.586289e-01	-5.188925e-03	8.328623e-03	1.587099e-03	9.122172e-03	-7.535073e-03
69            	4.147405e-01	2.019292e-01	2.128113e-01	6.713138e-02	1.921479e-01	-1.250165e-01	1.585822e-01	-5.441049e-03	8.471776e-03	1.919478e-03	9.431515e-03	-7.512038e-03
70            	4.145735e-01	2.015839e-01	2.129896e-01	6.703522e-02	1.919400e-01	-1.249048e-01	1.584224e-01	-5.702878e-03	8.680977e-03	2.323293e-03	9.842624e-03	-7.519331e-03
71            	4.144210e-01	2.012307e-01	2.131904e-01	6.708746e-02	1.918009e-01	-1.247135e-01	1.582572e-01	-5.979844e-03	9.032844e-03	2.776733e-03	1.042121e-02	-7.644478e-03
72            	4.141981e-01	2.008005e-01	2.133976e-01	6.710271e-02	1.915012e-01	-1.243985e-01	1.579499e-01	-6.298580e-03	9.479363e-03	3.337221e-03	1.114797e-02	-7.810753e-03
73            	4.140046e-01	2.003443e-01	2.136603e-01	6.723993e-02	1.912520e-01	-1.240121e-01	1.576321e-01	-6.658011e-03	9.988585e-03	3.971309e-03	1.197424e-02	-8.002930e-03
74            	4.138110e-01	1.998811e-01	2.139300e-01	6.732059e-02	1.909226e-01	-1.236020e-01	1.572623e-01	-7.024465e-03	1.050492e-02	4.597669e-03	1.280376e-02	-8.206089e-03
75            	4.137201e-01	1.995287e-01	2.141914e-01	6.744904e-02	1.906659e-01	-1.232168e-01	1.569414e-01	-7.331342e-03	1.096588e-02	5.051317e-03	1.349154e-02	-8.440221e-03
76            	4.136789e-01	1.992406e-01	2.144383e-01	6.752405e-02	1.903755e-01	-1.228515e-01	1.566135e-01	-7.598835e-03	1.127343e-02	5.363743e-03	1.395530e-02	-8.591555e-03
77            	4.137860e-01	1.991608e-01	2.146252e-01	6.775609e-02	1.902846e-01	-1.225285e-01	1.564066e-01	-7.732225e-03	1.140345e-02	5.340552e-03	1.407373e-02	-8.733179e-03
78            	4.139820e-01	1.992405e-01	2.147414e-01	6.798021e-02	1.902068e-01	-1.222266e-01	1.562167e-01	-7.750443e-03	1.130078e-02	5.061846e-03	1.383171e-02	-8.769861e-03
79            	4.143334e-01	1.994945e-01	2.148388e-01	6.834611e-02	1.903443e-01	-1.219982e-01	1.561713e-01	-7.672161e-03	1.104060e-02	4.570764e-03	1.332598e-02	-8.755217e-03
80            	4.147363e-01	1.997741e-01	2.149621e-01	6.860393e-02	1.904745e-01	-1.218706e-01	1.561726e-01	-7.594017e-03	1.065946e-02	4.143088e-03	1.273100e-02	-8.587916e-03
81            	4.152260e-01	2.000343e-01	2.151917e-01	6.878811e-02	1.906984e-01	-1.219103e-01	1.563044e-01	-7.578725e-03	1.030953e-02	3.892581e-03	1.225582e-02	-8.363242e-03
82            	4.156802e-01	2.001143e-01	2.155658e-01	6.873221e-02	1.908128e-01	-1.220806e-01	1.564467e-01	-7.725742e-03	1.002759e-02	4.076769e-03	1.206598e-02	-7.989207e-03
83            	4.161414e-01	2.000406e-01	2.161008e-01	6.857795e-02	1.909892e-01	-1.224112e-01	1.567002e-01	-8.030082e-03	9.916580e-03	4.654880e-03	1.224402e-02	-7.589140e-03
84            	4.165421e-01	1.997673e-01	2.167748e-01	6.811448e-02	1.909716e-01	-1.228571e-01	1.569143e-01	-8.503749e-03	9.959337e-03	5.655334e-03	1.278700e-02	-7.131670e-03
85            	4.168185e-01	1.993349e-01	2.174836e-01	6.761775e-02	1.909142e-01	-1.232965e-01	1.571054e-01	-9.074370e-03	1.012948e-02	6.874545e-03	1.356675e-02	-6.692205e-03
86            	4.170138e-01	1.988205e-01	2.181933e-01	6.702905e-02	1.907600e-01	-1.237310e-01	1.572455e-01	-9.686404e-03	1.033978e-02	8.193869e-03	1.443671e-02	-6.242843e-03
87            	4.170756e-01	1.982891e-01	2.187865e-01	6.651737e-02	1.905773e-01	-1.240599e-01	1.573186e-01	-1.024868e-02	1.057719e-02	9.364770e-03	1.525958e-02	-5.894806e-03
88            	4.170769e-01	1.977751e-01	2.193018e-01	6.601345e-02	1.903225e-01	-1.243090e-01	1.573157e-01	-1.076337e-02	1.075585e-02	1.041310e-02	1.596240e-02	-5.549304e-03
89            	4.170572e-01	1.973615e-01	2.196957e-01	6.572920e-02	1.901900e-01	-1.244608e-01	1.573254e-01	-1.116708e-02	1.089721e-02	1.118323e-02	1.648882e-02	-5.305595e-03
90            	4.169902e-01	1.970493e-01	2.199410e-01	6.554859e-02	1.900346e-01	-1.244860e-01	1.572603e-01	-1.144587e-02	1.095030e-02	1.170923e-02	1.680492e-02	-5.095683e-03
91            	4.169883e-01	1.969226e-01	2.200657e-01	6.561139e-02	1.900455e-01	-1.244342e-01	1.572399e-01	-1.157153e-02	1.095533e-02	1.188578e-02	1.689822e-02	-5.012440e-03
92            	4.170515e-01	1.969537e-01	2.200977e-01	6.580216e-02	1.901210e-01	-1.243189e-01	1.572200e-01	-1.157200e-02	1.088205e-02	1.181888e-02	1.679150e-02	-4.972613e-03
93            	4.171613e-01	1.971141e-01	2.200473e-01	6.613076e-02	1.903020e-01	-1.241713e-01	1.572366e-01	-1.146660e-02	1.078138e-02	1.151057e-02	1.653667e-02	-5.026102e-03
94            	4.172418e-01	1.972533e-01	2.199884e-01	6.640088e-02	1.904093e-01	-1.240084e-01	1.572089e-01	-1.136756e-02	1.065261e-02	1.123529e-02	1.627025e-02	-5.034962e-03
